,DOM,delay
186,2,50962
187,2,50962
188,2,50962
189,2,50962
190,2,50962
191,2,50962
192,2,50962
193,2,50963
194,2,50962
195,2,50962
196,2,50962
197,2,50963
198,2,50962
199,2,50962
200,2,50962
201,2,50962
202,2,50963
203,2,50962
204,2,50962
205,2,50962
206,2,50963
207,2,50962
208,2,50962
209,2,50962
210,2,50963
211,2,50962
212,2,50962
213,2,50962
214,2,50963
215,2,50963
216,2,50962
217,2,50962
218,2,50962
219,2,50963
220,2,50962
221,2,50962
222,2,50962
223,2,50963
224,2,50962
225,2,50962
226,2,50962
227,2,50962
228,2,50963
229,2,50962
230,2,50962
231,2,50962
232,2,50962
233,2,50962
234,2,50962
235,2,50962
236,2,50962
237,2,50962
238,2,50962
239,2,50962
240,2,50962
241,2,50963
242,2,50962
243,2,50962
244,2,50962
245,2,50963
246,2,50962
247,2,50962
248,2,50962
249,2,50962
250,2,50963
251,2,50962
252,2,50962
253,2,50962
254,2,50963
255,2,50962
256,2,50962
257,2,50962
258,2,50962
259,2,50963
260,2,50962
261,2,50962
262,2,50962
263,2,50963
264,2,50962
265,2,50962
266,2,50962
267,2,50963
268,2,50962
269,2,50962
270,2,50962
271,2,50963
272,2,50962
273,2,50962
274,2,50962
275,2,50962
276,2,50963
277,2,50962
278,2,50962
279,2,50962
280,2,50963
281,2,50962
282,2,50962
283,2,50962
284,2,50962
285,2,50963
286,2,50962
287,2,50962
288,2,50962
289,2,50963
290,2,50962
291,2,50962
292,2,50962
293,2,50962
294,2,50962
295,2,50962
296,2,50962
297,2,50962
298,2,50963
299,2,50962
300,2,50962
301,2,50962
302,2,50963
303,2,50962
304,2,50962
305,2,50962
306,2,50963
307,2,50963
308,2,50962
309,2,50962
310,2,50962
311,2,50963
312,2,50962
313,2,50962
314,2,50962
315,2,50963
316,2,50962
317,2,50962
318,2,50962
319,2,50962
320,2,50963
321,2,50962
322,2,50962
323,2,50962
324,2,50963
325,2,50962
326,2,50962
327,2,50962
328,2,50963
329,2,50962
330,2,50962
331,2,50962
332,2,50962
333,2,50963
334,2,50962
335,2,50962
336,2,50962
337,2,50963
338,2,50962
339,2,50962
340,2,50962
341,2,50963
342,2,50962
343,2,50962
344,2,50962
345,2,50962
346,2,50963
347,2,50962
348,2,50962
349,2,50962
350,2,50963
351,2,50962
352,2,50962
353,2,50962
354,2,50963
355,2,50962
356,2,50962
357,2,50962
358,2,50963
359,2,50962
360,2,50962
361,2,50962
362,2,50962
363,2,50963
364,2,50962
365,2,50962
366,2,50962
367,2,50963
368,2,50962
369,2,50962
370,2,50962
371,2,50963
372,2,50962
373,2,50962
374,2,50962
375,2,50962
376,2,50963
377,2,50962
378,2,50962
379,2,50962
380,2,50963
381,2,50962
382,2,50962
383,2,50962
384,2,50963
385,2,50962
386,2,50962
387,2,50962
388,2,50962
389,2,50963
390,2,50962
391,2,50962
392,2,50962
393,2,50963
394,2,50962
395,2,50962
396,2,50962
397,2,50963
398,2,50962
399,2,50962
400,2,50962
401,2,50963
402,2,50963
403,2,50962
404,2,50962
405,2,50962
406,2,50963
407,2,50962
408,2,50962
409,2,50962
410,2,50963
411,2,50962
412,2,50962
413,2,50962
414,2,50963
415,2,50962
416,2,50962
417,2,50962
418,2,50962
419,2,50963
420,2,50962
421,2,50962
422,2,50962
423,2,50963
424,2,50962
425,2,50962
426,2,50962
427,2,50963
428,2,50962
429,2,50962
430,2,50962
431,2,50963
432,2,50962
433,2,50962
434,2,50962
435,2,50962
436,2,50963
437,2,50962
438,2,50962
439,2,50962
440,2,50963
441,2,50962
442,2,50962
443,2,50962
444,2,50963
445,2,50962
446,2,50962
447,2,50962
448,2,50963
449,2,50962
450,2,50962
451,2,50962
452,2,50962
453,2,50963
454,2,50962
455,2,50962
456,2,50962
457,2,50963
458,2,50962
459,2,50962
460,2,50962
461,2,50963
462,2,50962
463,2,50962
464,2,50962
465,2,50963
466,2,50962
467,2,50962
468,2,50962
469,2,50962
470,2,50962
471,2,50962
472,2,50962
473,2,50962
474,2,50963
475,2,50962
476,2,50962
477,2,50962
478,2,50963
479,2,50962
480,2,50962
481,2,50962
482,2,50963
483,2,50962
484,2,50962
485,2,50962
486,2,50963
487,2,50962
488,2,50962
489,2,50962
490,2,50963
491,2,50963
492,2,50962
493,2,50962
494,2,50962
495,2,50963
496,2,50962
497,2,50962
498,2,50962
499,2,50963
500,2,50962
501,2,50962
502,2,50962
503,2,50963
504,2,50962
505,2,50962
506,2,50962
507,2,50962
508,3,50972
509,3,50972
510,3,50971
511,3,50971
512,3,50972
513,3,50972
514,3,50972
515,3,50971
516,3,50971
517,3,50972
518,3,50972
519,3,50971
520,3,50971
521,3,50972
522,3,50972
523,3,50971
524,3,50971
525,3,50971
526,3,50972
527,3,50972
528,3,50971
529,3,50971
530,3,50972
531,3,50972
532,3,50972
533,3,50971
534,3,50972
535,3,50972
536,3,50972
537,3,50971
538,3,50971
539,3,50972
540,3,50972
541,3,50971
542,3,50971
543,3,50971
544,3,50972
545,3,50972
546,3,50971
547,3,50971
548,3,50972
549,3,50972
550,3,50972
551,3,50971
552,3,50971
553,3,50972
554,3,50972
555,3,50971
556,3,50971
557,3,50972
558,3,50972
559,3,50971
560,3,50971
561,3,50971
562,3,50972
563,3,50972
564,3,50971
565,3,50971
566,3,50972
567,3,50972
568,3,50972
569,3,50971
570,3,50971
571,3,50972
572,3,50972
573,3,50971
574,3,50971
575,3,50972
576,3,50972
577,3,50971
578,3,50971
579,3,50971
580,3,50972
581,3,50972
582,3,50971
583,3,50971
584,3,50971
585,3,50972
586,3,50972
587,3,50971
588,3,50971
589,3,50972
590,3,50972
591,3,50971
592,3,50971
593,3,50972
594,3,50972
595,3,50972
596,3,50971
597,3,50972
598,3,50972
599,3,50972
600,3,50971
601,3,50971
602,3,50972
603,3,50972
604,3,50972
605,3,50971
606,3,50971
607,3,50972
608,3,50972
609,3,50972
610,3,50971
611,3,50972
612,3,50972
613,3,50972
614,3,50971
615,3,50971
616,3,50972
617,3,50972
618,3,50971
619,3,50971
620,3,50972
621,3,50972
622,3,50972
623,3,50971
624,3,50971
625,3,50972
626,3,50972
627,3,50971
628,3,50971
629,3,50972
630,3,50972
631,3,50971
632,3,50971
633,3,50972
634,3,50972
635,3,50972
636,3,50971
637,3,50971
638,3,50972
639,3,50972
640,3,50972
641,3,50971
642,3,50972
643,3,50972
644,3,50972
645,3,50971
646,3,50971
647,3,50972
648,3,50972
649,3,50971
650,3,50971
651,3,50971
652,3,50972
653,3,50971
654,3,50971
655,3,50971
656,3,50972
657,3,50972
658,3,50971
659,3,50971
660,3,50972
661,3,50972
662,3,50972
663,3,50971
664,3,50972
665,3,50972
666,3,50972
667,3,50971
668,3,50971
669,3,50972
670,3,50972
671,3,50971
672,3,50971
673,3,50972
674,3,50972
675,3,50972
676,3,50971
677,3,50971
678,3,50972
679,3,50972
680,3,50971
681,3,50971
682,3,50972
683,3,50972
684,3,50972
685,3,50971
686,3,50971
687,3,50972
688,3,50972
689,3,50971
690,3,50971
691,3,50972
692,3,50972
693,3,50971
694,3,50971
695,3,50971
696,3,50972
697,3,50972
698,3,50971
699,3,50971
700,3,50972
701,3,50972
702,3,50971
703,3,50971
704,3,50972
705,3,50972
706,3,50971
707,3,50971
708,3,50971
709,3,50972
710,3,50972
711,3,50971
712,3,50971
713,3,50972
714,3,50972
715,3,50971
716,3,50971
717,3,50972
718,3,50972
719,3,50972
720,3,50971
721,3,50972
722,3,50972
723,3,50972
724,3,50971
725,3,50971
726,3,50972
727,3,50972
728,3,50971
729,3,50971
730,3,50972
731,3,50972
732,3,50972
733,3,50971
734,3,50971
735,3,50972
736,3,50972
737,3,50971
738,3,50971
739,3,50971
740,3,50972
741,3,50972
742,3,50971
743,3,50971
744,3,50972
745,3,50972
746,3,50971
747,3,50971
748,3,50972
749,3,50972
750,3,50971
751,3,50971
752,3,50972
753,3,50972
754,3,50972
755,3,50971
756,3,50971
757,3,50972
758,3,50972
759,3,50971
760,3,50971
761,3,50972
762,3,50972
763,3,50971
764,3,50971
765,3,50971
766,3,50972
767,3,50972
768,3,50971
769,3,50971
770,3,50972
771,3,50972
772,3,50971
773,3,50971
774,3,50972
775,3,50972
776,3,50971
777,3,50971
778,3,50972
779,3,50972
780,3,50972
781,3,50971
782,3,50971
783,3,50972
784,3,50972
785,3,50971
786,3,50971
787,3,50972
788,3,50972
789,3,50971
790,3,50971
791,3,50971
792,3,50972
793,3,50972
794,3,50971
795,3,50971
796,3,50972
797,3,50972
798,3,50971
799,3,50971
800,3,50971
801,3,50972
802,3,50972
803,3,50971
804,3,50971
805,3,50972
806,3,50972
807,3,50971
808,3,50971
809,3,50972
810,3,50972
811,3,50972
812,3,50971
813,3,50972
814,3,50972
815,3,50972
816,3,50971
817,3,50971
818,3,50972
819,3,50972
820,3,50971
821,3,50971
822,3,50972
823,3,50972
824,3,50971
825,3,50971
826,3,50971
827,3,50972
828,3,50972
829,3,50971
830,3,50971
831,3,50972
832,3,50972
833,3,50971
834,3,50971
835,3,50972
836,3,50972
837,3,50972
838,3,50971
839,3,50971
840,3,50972
841,3,50972
842,3,50971
843,3,50971
844,3,50972
845,3,50972
846,3,50971
847,3,50971
848,3,50972
849,3,50972
850,3,50972
851,3,50971
852,3,50971
853,3,50972
854,3,50972
855,3,50971
856,3,50971
857,3,50972
858,3,50972
859,3,50971
860,3,50971
861,3,50972
862,3,50972
863,3,50972
864,3,50971
865,3,50972
866,3,50972
867,3,50972
868,3,50971
869,3,50971
870,3,50972
871,3,50972
872,3,50971
873,3,50971
874,3,50972
875,3,50972
876,3,50971
877,3,50971
878,3,50972
879,3,50972
880,3,50971
881,3,50971
882,3,50971
883,3,50972
884,3,50972
885,3,50971
886,3,50971
887,3,50972
888,3,50972
889,3,50971
890,3,50971
891,3,50972
892,3,50972
893,3,50971
894,3,50971
895,3,50971
896,3,50972
897,3,50972
898,3,50971
899,3,50971
900,3,50972
901,3,50972
902,3,50971
903,3,50971
904,3,50972
905,3,50972
906,3,50972
907,3,50971
908,3,50972
909,3,50972
910,3,50972
911,3,50971
912,3,50971
913,3,50972
914,3,50972
915,3,50971
916,3,50971
917,3,50972
918,3,50972
919,3,50971
920,3,50971
921,3,50972
922,3,50972
923,3,50972
924,3,50971
925,3,50971
926,3,50972
927,3,50972
928,3,50971
929,3,50971
930,3,50972
931,3,50972
932,3,50971
933,3,50971
934,3,50972
935,3,50972
936,3,50971
937,3,50971
938,3,50972
939,3,50972
940,3,50971
941,3,50971
942,3,50971
943,3,50972
944,3,50972
945,3,50971
946,3,50971
947,3,50972
948,3,50972
949,3,50971
950,3,50971
951,3,50972
952,3,50972
953,3,50971
954,3,50971
955,3,50972
956,3,50972
957,3,50972
958,3,50971
959,3,50971
960,3,50972
961,3,50972
962,3,50971
963,3,50971
964,3,50972
965,3,50972
966,3,50971
967,3,50971
968,3,50972
969,3,50972
970,3,50971
971,3,50971
972,3,50972
973,3,50972
974,3,50972
975,3,50971
976,3,50971
977,3,50972
978,3,50972
979,3,50971
980,3,50971
981,3,50972
982,3,50972
983,3,50971
984,3,50971
985,3,50972
986,3,50972
987,3,50971
988,3,50971
989,3,50972
990,3,50972
991,3,50971
992,3,50971
993,3,50972
994,3,50972
995,3,50971
996,3,50971
997,3,50972
998,3,50972
999,3,50972
1000,3,50971
1001,3,50971
1002,3,50972
1003,3,50972
1004,3,50971
1005,3,50971
1006,3,50972
1007,3,50972
1008,3,50971
1009,3,50971
1010,3,50972
1011,3,50972
1012,3,50971
1013,3,50971
1014,3,50971
1015,4,50954
1016,4,50954
1017,4,50953
1018,4,50953
1019,4,50954
1020,4,50954
1021,4,50953
1022,4,50953
1023,4,50953
1024,4,50954
1025,4,50954
1026,4,50953
1027,4,50953
1028,4,50954
1029,4,50954
1030,4,50953
1031,4,50953
1032,4,50953
1033,4,50954
1034,4,50954
1035,4,50953
1036,4,50953
1037,4,50954
1038,4,50954
1039,4,50954
1040,4,50953
1041,4,50954
1042,4,50954
1043,4,50954
1044,4,50953
1045,4,50953
1046,4,50954
1047,4,50954
1048,4,50953
1049,4,50953
1050,4,50953
1051,4,50954
1052,4,50954
1053,4,50953
1054,4,50953
1055,4,50954
1056,4,50954
1057,4,50954
1058,4,50953
1059,4,50953
1060,4,50954
1061,4,50954
1062,4,50953
1063,4,50953
1064,4,50954
1065,4,50954
1066,4,50953
1067,4,50953
1068,4,50953
1069,4,50954
1070,4,50954
1071,4,50953
1072,4,50953
1073,4,50954
1074,4,50954
1075,4,50953
1076,4,50953
1077,4,50953
1078,4,50954
1079,4,50954
1080,4,50953
1081,4,50953
1082,4,50954
1083,4,50954
1084,4,50953
1085,4,50953
1086,4,50953
1087,4,50954
1088,4,50954
1089,4,50953
1090,4,50953
1091,4,50953
1092,4,50954
1093,4,50953
1094,4,50953
1095,4,50953
1096,4,50954
1097,4,50954
1098,4,50953
1099,4,50953
1100,4,50954
1101,4,50954
1102,4,50953
1103,4,50953
1104,4,50954
1105,4,50954
1106,4,50954
1107,4,50953
1108,4,50953
1109,4,50954
1110,4,50954
1111,4,50954
1112,4,50953
1113,4,50953
1114,4,50954
1115,4,50954
1116,4,50953
1117,4,50953
1118,4,50954
1119,4,50954
1120,4,50953
1121,4,50953
1122,4,50953
1123,4,50954
1124,4,50954
1125,4,50953
1126,4,50953
1127,4,50954
1128,4,50954
1129,4,50954
1130,4,50953
1131,4,50953
1132,4,50954
1133,4,50953
1134,4,50953
1135,4,50953
1136,4,50954
1137,4,50954
1138,4,50953
1139,4,50953
1140,4,50954
1141,4,50954
1142,4,50954
1143,4,50953
1144,4,50953
1145,4,50954
1146,4,50954
1147,4,50953
1148,4,50953
1149,4,50954
1150,4,50954
1151,4,50954
1152,4,50953
1153,4,50953
1154,4,50954
1155,4,50954
1156,4,50953
1157,4,50953
1158,4,50953
1159,4,50954
1160,4,50953
1161,4,50953
1162,4,50953
1163,4,50954
1164,4,50954
1165,4,50953
1166,4,50953
1167,4,50954
1168,4,50954
1169,4,50953
1170,4,50953
1171,4,50954
1172,4,50954
1173,4,50953
1174,4,50953
1175,4,50953
1176,4,50954
1177,4,50954
1178,4,50953
1179,4,50953
1180,4,50954
1181,4,50954
1182,4,50953
1183,4,50953
1184,4,50953
1185,4,50954
1186,4,50954
1187,4,50953
1188,4,50953
1189,4,50954
1190,4,50954
1191,4,50953
1192,4,50953
1193,4,50953
1194,4,50954
1195,4,50953
1196,4,50953
1197,4,50953
1198,4,50954
1199,4,50954
1200,4,50953
1201,4,50953
1202,4,50953
1203,4,50954
1204,4,50953
1205,4,50953
1206,4,50953
1207,4,50954
1208,4,50954
1209,4,50953
1210,4,50953
1211,4,50954
1212,4,50954
1213,4,50953
1214,4,50953
1215,4,50953
1216,4,50954
1217,4,50953
1218,4,50953
1219,4,50953
1220,4,50954
1221,4,50954
1222,4,50953
1223,4,50953
1224,4,50954
1225,4,50954
1226,4,50953
1227,4,50953
1228,4,50954
1229,4,50954
1230,4,50954
1231,4,50953
1232,4,50953
1233,4,50954
1234,4,50954
1235,4,50953
1236,4,50953
1237,4,50954
1238,4,50954
1239,4,50954
1240,4,50953
1241,4,50953
1242,4,50954
1243,4,50954
1244,4,50953
1245,4,50953
1246,4,50953
1247,4,50954
1248,4,50954
1249,4,50953
1250,4,50953
1251,4,50954
1252,4,50954
1253,4,50953
1254,4,50953
1255,4,50954
1256,4,50954
1257,4,50953
1258,4,50953
1259,4,50954
1260,4,50954
1261,4,50954
1262,4,50953
1263,4,50953
1264,4,50954
1265,4,50954
1266,4,50953
1267,4,50953
1268,4,50954
1269,4,50954
1270,4,50953
1271,4,50953
1272,4,50953
1273,4,50954
1274,4,50954
1275,4,50953
1276,4,50953
1277,4,50954
1278,4,50954
1279,4,50953
1280,4,50953
1281,4,50954
1282,4,50954
1283,4,50953
1284,4,50953
1285,4,50954
1286,4,50954
1287,4,50954
1288,4,50953
1289,4,50953
1290,4,50954
1291,4,50954
1292,4,50953
1293,4,50953
1294,4,50954
1295,4,50954
1296,4,50953
1297,4,50953
1298,4,50953
1299,4,50954
1300,4,50954
1301,4,50953
1302,4,50953
1303,4,50954
1304,4,50954
1305,4,50953
1306,4,50953
1307,4,50953
1308,4,50954
1309,4,50954
1310,4,50953
1311,4,50953
1312,4,50954
1313,4,50954
1314,4,50953
1315,4,50953
1316,4,50954
1317,4,50954
1318,4,50953
1319,4,50953
1320,4,50954
1321,4,50954
1322,4,50954
1323,4,50953
1324,4,50953
1325,4,50954
1326,4,50954
1327,4,50953
1328,4,50953
1329,4,50954
1330,4,50954
1331,4,50953
1332,4,50953
1333,4,50953
1334,4,50954
1335,4,50954
1336,4,50953
1337,4,50953
1338,4,50954
1339,4,50954
1340,4,50953
1341,4,50953
1342,4,50954
1343,4,50954
1344,4,50954
1345,4,50953
1346,4,50953
1347,4,50954
1348,4,50954
1349,4,50953
1350,4,50953
1351,4,50954
1352,4,50954
1353,4,50953
1354,4,50953
1355,4,50954
1356,4,50954
1357,4,50954
1358,4,50953
1359,4,50953
1360,4,50954
1361,4,50954
1362,4,50953
1363,4,50953
1364,4,50954
1365,4,50954
1366,4,50953
1367,4,50953
1368,4,50954
1369,4,50954
1370,4,50953
1371,4,50953
1372,4,50954
1373,4,50954
1374,4,50953
1375,4,50953
1376,4,50953
1377,4,50954
1378,4,50954
1379,4,50953
1380,4,50953
1381,4,50954
1382,4,50954
1383,4,50953
1384,4,50953
1385,4,50954
1386,4,50954
1387,4,50953
1388,4,50953
1389,4,50953
1390,4,50954
1391,4,50954
1392,4,50953
1393,4,50953
1394,4,50954
1395,4,50954
1396,4,50953
1397,4,50953
1398,4,50954
1399,4,50954
1400,4,50953
1401,4,50953
1402,4,50953
1403,4,50954
1404,4,50954
1405,4,50953
1406,4,50953
1407,4,50954
1408,4,50954
1409,4,50953
1410,4,50953
1411,4,50954
1412,4,50954
1413,4,50953
1414,4,50953
1415,4,50954
1416,4,50954
1417,4,50954
1418,4,50953
1419,4,50953
1420,4,50954
1421,4,50954
1422,4,50953
1423,4,50953
1424,4,50954
1425,4,50954
1426,4,50953
1427,4,50953
1428,4,50954
1429,4,50954
1430,4,50954
1431,4,50953
1432,4,50953
1433,4,50954
1434,4,50954
1435,4,50953
1436,4,50953
1437,4,50954
1438,4,50954
1439,4,50953
1440,4,50953
1441,4,50954
1442,4,50954
1443,4,50953
1444,4,50953
1445,4,50954
1446,4,50954
1447,4,50953
1448,4,50953
1449,4,50953
1450,4,50954
1451,4,50954
1452,4,50953
1453,4,50953
1454,4,50954
1455,4,50954
1456,4,50953
1457,4,50953
1458,4,50954
1459,4,50954
1460,4,50953
1461,4,50953
1462,4,50954
1463,4,50954
1464,4,50954
1465,4,50953
1466,4,50953
1467,4,50954
1468,4,50954
1469,4,50953
1470,4,50953
1471,4,50954
1472,4,50954
1473,4,50953
1474,4,50953
1475,4,50954
1476,4,50954
1477,4,50953
1478,4,50953
1479,4,50954
1480,4,50954
1481,4,50954
1482,4,50953
1483,4,50953
1484,4,50954
1485,4,50954
1486,4,50953
1487,4,50953
1488,4,50954
1489,4,50953
1490,4,50953
1491,4,50953
1492,4,50954
1493,4,50954
1494,4,50953
1495,4,50953
1496,4,50954
1497,4,50954
1498,4,50953
1499,4,50953
1500,4,50954
1501,4,50954
1502,4,50953
1503,4,50953
1504,4,50954
1505,4,50954
1506,4,50954
1507,4,50953
1508,4,50953
1509,4,50954
1510,4,50954
1511,4,50953
1512,4,50953
1513,4,50954
1514,4,50954
1515,4,50953
1516,4,50953
1517,4,50954
1518,4,50954
1519,4,50953
1520,4,50953
1521,4,50953
1522,5,50915
1523,5,50915
1524,5,50915
1525,5,50914
1526,5,50915
1527,5,50915
1528,5,50915
1529,5,50915
1530,5,50914
1531,5,50915
1532,5,50915
1533,5,50915
1534,5,50914
1535,5,50915
1536,5,50915
1537,5,50915
1538,5,50915
1539,5,50914
1540,5,50915
1541,5,50915
1542,5,50915
1543,5,50914
1544,5,50915
1545,5,50915
1546,5,50915
1547,5,50915
1548,5,50915
1549,5,50915
1550,5,50915
1551,5,50915
1552,5,50914
1553,5,50915
1554,5,50915
1555,5,50915
1556,5,50915
1557,5,50914
1558,5,50915
1559,5,50915
1560,5,50915
1561,5,50914
1562,5,50915
1563,5,50915
1564,5,50915
1565,5,50915
1566,5,50914
1567,5,50915
1568,5,50915
1569,5,50915
1570,5,50914
1571,5,50915
1572,5,50915
1573,5,50915
1574,5,50915
1575,5,50914
1576,5,50915
1577,5,50915
1578,5,50915
1579,5,50914
1580,5,50915
1581,5,50915
1582,5,50915
1583,5,50915
1584,5,50914
1585,5,50915
1586,5,50915
1587,5,50915
1588,5,50914
1589,5,50915
1590,5,50915
1591,5,50915
1592,5,50915
1593,5,50914
1594,5,50915
1595,5,50915
1596,5,50915
1597,5,50914
1598,5,50914
1599,5,50915
1600,5,50915
1601,5,50915
1602,5,50914
1603,5,50915
1604,5,50915
1605,5,50915
1606,5,50914
1607,5,50915
1608,5,50915
1609,5,50915
1610,5,50915
1611,5,50915
1612,5,50915
1613,5,50915
1614,5,50915
1615,5,50914
1616,5,50915
1617,5,50915
1618,5,50915
1619,5,50915
1620,5,50914
1621,5,50915
1622,5,50915
1623,5,50915
1624,5,50914
1625,5,50915
1626,5,50915
1627,5,50915
1628,5,50914
1629,5,50914
1630,5,50915
1631,5,50915
1632,5,50915
1633,5,50914
1634,5,50915
1635,5,50915
1636,5,50915
1637,5,50915
1638,5,50914
1639,5,50915
1640,5,50915
1641,5,50915
1642,5,50914
1643,5,50915
1644,5,50915
1645,5,50915
1646,5,50914
1647,5,50915
1648,5,50915
1649,5,50915
1650,5,50915
1651,5,50914
1652,5,50915
1653,5,50915
1654,5,50915
1655,5,50914
1656,5,50915
1657,5,50915
1658,5,50915
1659,5,50915
1660,5,50914
1661,5,50915
1662,5,50915
1663,5,50915
1664,5,50914
1665,5,50914
1666,5,50915
1667,5,50915
1668,5,50915
1669,5,50914
1670,5,50915
1671,5,50915
1672,5,50915
1673,5,50914
1674,5,50915
1675,5,50915
1676,5,50915
1677,5,50914
1678,5,50915
1679,5,50915
1680,5,50915
1681,5,50915
1682,5,50914
1683,5,50915
1684,5,50915
1685,5,50915
1686,5,50914
1687,5,50915
1688,5,50915
1689,5,50915
1690,5,50915
1691,5,50914
1692,5,50915
1693,5,50915
1694,5,50915
1695,5,50914
1696,5,50915
1697,5,50915
1698,5,50915
1699,5,50914
1700,5,50914
1701,5,50915
1702,5,50915
1703,5,50915
1704,5,50914
1705,5,50915
1706,5,50915
1707,5,50915
1708,5,50914
1709,5,50914
1710,5,50915
1711,5,50915
1712,5,50915
1713,5,50914
1714,5,50915
1715,5,50915
1716,5,50915
1717,5,50914
1718,5,50915
1719,5,50915
1720,5,50915
1721,5,50914
1722,5,50914
1723,5,50915
1724,5,50915
1725,5,50915
1726,5,50914
1727,5,50915
1728,5,50915
1729,5,50915
1730,5,50914
1731,5,50915
1732,5,50915
1733,5,50915
1734,5,50915
1735,5,50915
1736,5,50915
1737,5,50915
1738,5,50915
1739,5,50914
1740,5,50915
1741,5,50915
1742,5,50915
1743,5,50915
1744,5,50915
1745,5,50915
1746,5,50915
1747,5,50915
1748,5,50914
1749,5,50915
1750,5,50915
1751,5,50915
1752,5,50914
1753,5,50914
1754,5,50915
1755,5,50915
1756,5,50915
1757,5,50914
1758,5,50915
1759,5,50915
1760,5,50915
1761,5,50914
1762,5,50915
1763,5,50915
1764,5,50915
1765,5,50915
1766,5,50915
1767,5,50915
1768,5,50915
1769,5,50915
1770,5,50914
1771,5,50915
1772,5,50915
1773,5,50915
1774,5,50914
1775,5,50915
1776,5,50915
1777,5,50915
1778,5,50915
1779,5,50914
1780,5,50915
1781,5,50915
1782,5,50915
1783,5,50914
1784,5,50915
1785,5,50915
1786,5,50915
1787,5,50914
1788,5,50915
1789,5,50915
1790,5,50915
1791,5,50915
1792,5,50915
1793,5,50915
1794,5,50915
1795,5,50915
1796,5,50914
1797,5,50915
1798,5,50915
1799,5,50915
1800,5,50915
1801,5,50915
1802,5,50915
1803,5,50915
1804,5,50915
1805,5,50914
1806,5,50915
1807,5,50915
1808,5,50915
1809,5,50914
1810,5,50915
1811,5,50915
1812,5,50915
1813,5,50915
1814,5,50914
1815,5,50915
1816,5,50915
1817,5,50915
1818,5,50914
1819,5,50915
1820,5,50915
1821,5,50915
1822,5,50914
1823,5,50915
1824,5,50915
1825,5,50915
1826,5,50915
1827,5,50915
1828,5,50915
1829,5,50915
1830,5,50915
1831,5,50914
1832,5,50915
1833,5,50915
1834,5,50915
1835,5,50914
1836,5,50915
1837,5,50915
1838,5,50915
1839,5,50915
1840,5,50914
1841,5,50915
1842,5,50915
1843,5,50914
1844,5,50914
1845,5,50915
1846,5,50915
1847,5,50915
1848,5,50914
1849,5,50915
1850,5,50915
1851,5,50915
1852,5,50914
1853,5,50914
1854,5,50915
1855,5,50915
1856,5,50915
1857,5,50914
1858,5,50915
1859,5,50915
1860,5,50915
1861,5,50914
1862,5,50915
1863,5,50915
1864,5,50915
1865,5,50914
1866,5,50914
1867,5,50915
1868,5,50915
1869,5,50915
1870,5,50914
1871,5,50915
1872,5,50915
